"year","stand","trapno","spp","loose_sds_filled","loose_sds_unfilled","cones","cones_sds_filled","cones_sds_unfilled","cone_sds_all","standardized_notes"
2022,"AV06",12,"PSME",4,7,0,0,0,0,NA
2022,"AV06",12,"THPL",1,9,0,0,0,0,NA
2022,"AV06",12,"ABAM",0,1,0,0,0,0,NA
2022,"TA01",13,"PSME",75,18,0,0,0,0,NA
2022,"TA01",13,"THPL",1,0,0,0,0,0,NA
2022,"TA01",13,"TSHE",35,39,2,1,2,3,NA
2022,"AB08",13,"TSHE",0,0,4,1,0,1,NA
2022,"AB08",13,"PSME",13,0,0,0,0,0,NA
2022,"AB08",13,"THPL",6,7,0,0,0,0,NA
2022,"AB08",13,"CANO",2,0,0,0,0,0,NA
2022,"AB08",13,"TSHE",50,63,0,0,0,0,NA
2022,"AB08",13,"TSME",1,2,0,0,0,0,"Species not expected for this stand"
2022,"AG05",13,"THPL",46,73,8,8,18,26,NA
2022,"AG05",13,"PSME",27,9.5,0,0,0,0,NA
2022,"AG05",13,"ABAM",1,1,0,0,0,0,NA
2022,"AG05",13,"TSHE",16,21,0,0,0,0,NA
2022,"AG05",13,"TSME",1,0,0,0,0,0,"Species not expected for this stand"
2022,"TO04",13,"THPL",41,51,2,0,0,0,NA
2022,"TO04",13,"PSME",18,1,0,0,0,0,NA
2022,"TO04",13,"TSHE",28,3,0,0,0,0,NA
2022,"TO04",13,"ABGR",3,2,0,0,0,0,"Species not expected for this stand"
2022,"AM16",13,"CANO",38,24,8,0,0,0,"Species not expected for this stand"
2022,"AM16",13,"TSME",14,7,0,0,0,0,"Species not expected for this stand"
2022,"AM16",13,"TSHE",22,27,0,0,0,0,NA
2022,"AV06",13,"THPL",27,14,0,0,0,0,NA
2022,"AV06",13,"TSHE",31,72,1,0,0,0,NA
2022,"AV06",13,"ABAM",1,0,0,0,0,0,NA
2022,"AE10",13,"TSME",10,18,0,0,0,0,NA
2022,"AE10",13,"TSHE",1,2,0,0,0,0,NA
2022,"AE10",13,"CANO",25,7,0,0,0,0,"Species not expected for this stand"
2022,"AE10",13,"ABLA",1,2,0,0,0,0,NA
2022,"AE10",13,"ABPR",3,4,0,0,0,0,NA
2022,"AE10",13,"ABAM",7,17,0,0,0,0,NA
2022,"AG05",14,"PSME",0,0,3,4,34,38,NA
2022,"AG05",14,"PSME",56,48,0,0,0,0,NA
2022,"AG05",14,"THPL",39,47,0,0,0,0,NA
2022,"AG05",14,"ABAM",1,4,0,0,0,0,NA
2022,"AG05",14,"TSHE",25,1,0,0,0,0,NA
2022,"AV06",14,"THPL",124,126,2,0,0,0,NA
2022,"AV06",14,"ABAM",2,0,0,0,0,0,NA
2022,"AV06",14,"TSHE",84,13,0,0,0,0,NA
2022,"AV06",14,"PSME",8,2,0,0,0,0,NA
2022,"AE10",14,"TSME",5,7,0,0,0,0,NA
2022,"AE10",14,"CANO",10,3,0,0,0,0,"Species not expected for this stand"
2022,"AE10",14,"ABLA",2,1,0,0,0,0,NA
2022,"AE10",14,"ABAM",5,0,0,0,0,0,NA
2022,"AE10",14,"ABPR",1,0.5,0,0,0,0,NA
2022,"AE10",14,"PSME",0,0.5,0,0,0,0,NA
2022,"AB08",14,"PSME",8,4,0,0,0,0,NA
2022,"AB08",14,"TSHE",12,79,9,0,0,0,NA
2022,"AB08",14,"THPL",1,16,0,0,0,0,NA
2022,"AO03",14,"TSHE",52,119,0,0,0,0,NA
2022,"AO03",14,"PSME",1,3,0,0,0,0,NA
2022,"AO03",14,"ABAM",2,5,0,0,0,0,NA
2022,"AO03",14,"THPL",66,209,0,0,0,0,NA
2022,"TA01",14,"PSME",39,12,0,0,0,0,NA
2022,"TA01",14,"TSHE",2,0,0,0,0,0,NA
2022,"AM16",14,"PSME",1,2,0,0,0,0,NA
2022,"AM16",14,"CANO",1,0,0,0,0,0,"Species not expected for this stand"
2022,"AM16",14,"TSME",3,8,0,0,0,0,"Species not expected for this stand"
2022,"AM16",14,"TSHE",5,30,0,0,0,0,NA
2022,"AM16",14,"ALVI",0,3,0,0,0,0,NA
2022,"TO04",14,"TSHE",93,79,1,0,7,7,NA
2022,"TO04",14,"PSME",20,3,0,0,0,0,NA
2022,"TO04",14,"THPL",70,145,0,0,0,0,NA
2022,"TO04",15,"THPL",98,173,5,2,2,4,NA
2022,"TO04",15,"PSME",23,3,0,0,0,0,NA
2022,"TO04",15,"ABAM",21,10,0,0,0,0,NA
2022,"TO04",15,"TSHE",102,48,6,34,17,51,NA
2022,"TA01",15,"PSME",68,24,0,0,0,0,NA
2022,"TA01",15,"THPL",1,0,0,0,0,0,NA
2022,"AO03",15,"PSME",5,10,0,0,0,0,NA
2022,"AO03",15,"ABAM",10,3,0,0,0,0,NA
2022,"AO03",15,"TSHE",25,117,0,0,0,0,NA
2022,"AO03",15,"THPL",15,81,0,0,0,0,NA
2022,"AM16",15,"CANO",6,3,2,4,1,5,"Species not expected for this stand"
2022,"AM16",15,"TSME",18,33,0,0,0,0,"Species not expected for this stand"
2022,"AM16",15,"TSHE",19,54,0,0,0,0,NA
2022,"AM16",15,"ALVI",0,2,0,0,0,0,NA
2022,"AV06",15,"ABAM",1,1,0,0,0,0,NA
2022,"AV06",15,"TSHE",6,26,0,0,0,0,NA
2022,"AV06",15,"PSME",8,2,0,0,0,0,NA
2022,"AV06",15,"THPL",61,195,3,0,0,0,NA
2022,"AE10",15,"CANO",16,7,1,3,5,8,"Species not expected for this stand"
2022,"AE10",15,"TSME",0,3,0,0,0,0,NA
2022,"AE10",15,"ABPR",2,0,0,0,0,0,NA
2022,"AE10",15,"ABAM",8,11,0,0,0,0,NA
2022,"AB08",15,"TSHE",14,73,6,0,0,0,NA
2022,"AB08",15,"PSME",1,7,0,0,0,0,NA
2022,"AB08",15,"THPL",8,20,0,0,0,0,NA
2022,"AG05",15,"THPL",174,508,3,0,1,1,NA
2022,"AG05",15,"PSME",14,32.5,0,0,0,0,NA
2022,"AG05",15,"TSHE",10,19,0,0,0,0,NA
