"stand","trap","year","side","firstyeardata","trap.X","size","species","filledseeds","emptyseeds","cones","conefilledseeds","coneemptyseeds","totfilledseeds","totemptyseeds","allseeds"
"AM16",5,2018,"SW",2009,55.9,0.17008125,"CANO",5,0,0,0,0,29.397714327711,0,29.397714327711
"AM16",5,2018,"SW",2009,55.9,0.17008125,"TSHE",2,14,0,0,0,11.7590857310844,82.3136001175909,94.0726858486753
"AM16",5,2018,"SW",2009,55.9,0.17008125,"TSME",2,2,0,0,0,11.7590857310844,11.7590857310844,23.5181714621688
"AM16",5,2019,"SW",2009,55.9,0.17008125,"PSME",2,2,0,0,0,11.7590857310844,11.7590857310844,23.5181714621688
"AM16",5,2019,"SW",2009,55.9,0.17008125,"ALSI",2,0,0,0,0,11.7590857310844,0,11.7590857310844
"AM16",5,2019,"SW",2009,55.9,0.17008125,"TSME",66,4,0,0,0,388.049829125785,23.5181714621688,411.568000587954
"AM16",5,2019,"SW",2009,55.9,0.17008125,"THPL",0,1,0,0,0,0,5.8795428655422,5.8795428655422
"AM16",5,2019,"SW",2009,55.9,0.17008125,"CANO",66,11,5,4,1,411.568000587954,70.5545143865065,482.122514974461
"AM16",5,2019,"SW",2009,55.9,0.17008125,"TSHE",218,12,0,0,0,1281.7403446882,70.5545143865065,1352.29485907471
"AM16",5,2019,"SW",2009,55.9,0.17008125,"ABAM",1,0,0,0,0,5.8795428655422,0,5.8795428655422
"AM16",5,2021,"SW",2009,55.9,0.17008125,"TSME",3,0,0,0,0,17.6386285966266,0,17.6386285966266
"AM16",5,2021,"SW",2009,55.9,0.17008125,"TSHE",3,1,0,0,0,17.6386285966266,5.8795428655422,23.5181714621688
"AM16",5,2021,"SW",2009,55.9,0.17008125,"ABAM",0,1,0,0,0,0,5.8795428655422,5.8795428655422
"AM16",5,2021,"SW",2009,55.9,0.17008125,"CANO",14,11,4,1,0,88.1931429831331,64.6749715209642,152.868114504097
"AM16",5,2022,"SW",2009,55.9,0.17008125,"TSME",45,11,0,0,0,264.579428949399,64.6749715209642,329.254400470363
"AM16",5,2022,"SW",2009,55.9,0.17008125,"TSHE",112,83,0,0,0,658.508800940727,488.002057840003,1146.51085878073
"AM16",5,2022,"SW",2009,55.9,0.17008125,"ABAM",1,2,0,0,0,5.8795428655422,11.7590857310844,17.6386285966266
"AM16",5,2022,"SW",2009,55.9,0.17008125,"CANO",10,8,0,0,0,58.795428655422,47.0363429243376,105.83177157976
"AM16",5,2022,"SW",2009,55.9,0.17008125,"ALSI",0,1,0,0,0,0,5.8795428655422,5.8795428655422
"AM16",5,2022,"SW",2009,55.9,0.17008125,"PSME",0,1,0,0,0,0,5.8795428655422,5.8795428655422
"AM16",6,2009,"SW",2009,63.9,0.17008125,"TSME",1,0,1,0,0,5.8795428655422,0,5.8795428655422
"AM16",6,2009,"SW",2009,63.9,0.17008125,"TSHE",6,2,1,0,0,35.2772571932532,11.7590857310844,47.0363429243376
"AM16",6,2009,"SW",2009,63.9,0.17008125,"CANO",0,1,5,0,0,0,5.8795428655422,5.8795428655422
"AM16",6,2010,"SW",2009,63.9,0.17008125,"TSHE",39,61,0,0,0,229.302171756146,358.652114798074,587.95428655422
"AM16",6,2010,"SW",2009,63.9,0.17008125,"CANO",2,0,1,0,0,11.7590857310844,0,11.7590857310844
"AM16",6,2010,"SW",2009,63.9,0.17008125,"TSME",22,12,0,0,0,129.349943041928,70.5545143865065,199.904457428435
"AM16",6,2010,"SW",2009,63.9,0.17008125,"ABAM",0,2,0,0,0,0,11.7590857310844,11.7590857310844
"AM16",6,2011,"SW",2009,63.9,0.17008125,"CANO",19,0,1,0,0,111.711314445302,0,111.711314445302
"AM16",6,2011,"SW",2009,63.9,0.17008125,"TSHE",11,3,2,0,0,64.6749715209642,17.6386285966266,82.3136001175909
"AM16",6,2011,"SW",2009,63.9,0.17008125,"TSME",5,2,0,0,0,29.397714327711,11.7590857310844,41.1568000587954
"AM16",6,2012,"SW",2009,63.9,0.17008125,"ABAM",2,0,0,0,0,11.7590857310844,0,11.7590857310844
"AM16",6,2012,"SW",2009,63.9,0.17008125,"CANO",26,10,14,0,0,152.868114504097,58.795428655422,211.663543159519
"AM16",6,2012,"SW",2009,63.9,0.17008125,"TSHE",145,50,0,0,0,852.53371550362,293.97714327711,1146.51085878073
"AM16",6,2012,"SW",2009,63.9,0.17008125,"TSME",32,0,0,0,0,188.145371697351,0,188.145371697351
"AM16",6,2013,"SW",2009,63.9,0.17008125,"TSME",2,1,0,0,0,11.7590857310844,5.8795428655422,17.6386285966266
"AM16",6,2013,"SW",2009,63.9,0.17008125,"MYST",10,13,0,0,0,58.795428655422,76.4340572520487,135.229485907471
"AM16",6,2013,"SW",2009,63.9,0.17008125,"TSHE",13,12,1,0,0,76.4340572520487,70.5545143865065,146.988571638555
"AM16",6,2013,"SW",2009,63.9,0.17008125,"CANO",8,4,26,10,0,105.83177157976,23.5181714621688,129.349943041928
"AM16",6,2014,"SW",2009,63.9,0.17008125,"CANO",231,259,35,24,6,1499.28343071326,1558.07885936868,3057.36229008195
"AM16",6,2014,"SW",2009,63.9,0.17008125,"TSHE",107,200,0,0,0,629.111086613016,1175.90857310844,1805.01965972146
"AM16",6,2014,"SW",2009,63.9,0.17008125,"ABAM",1,0,0,0,0,5.8795428655422,0,5.8795428655422
"AM16",6,2014,"SW",2009,63.9,0.17008125,"TSME",3,2,0,0,0,17.6386285966266,11.7590857310844,29.397714327711
"AM16",6,2015,"SW",2009,63.9,0.17008125,"TSME",6,3,0,0,0,35.2772571932532,17.6386285966266,52.9158857898798
"AM16",6,2015,"SW",2009,63.9,0.17008125,"TSHE",12,5,1,0,0,70.5545143865065,29.397714327711,99.9522287142175
"AM16",6,2015,"SW",2009,63.9,0.17008125,"CANO",34,6,202,21,0,323.374857604821,35.2772571932532,358.652114798074
"AM16",6,2016,"SW",2009,63.9,0.17008125,"TSME",17,30,0,0,0,99.9522287142175,176.386285966266,276.338514680484
"AM16",6,2016,"SW",2009,63.9,0.17008125,"TSHE",11,29,0,0,0,64.6749715209642,170.506743100724,235.181714621688
"AM16",6,2016,"SW",2009,63.9,0.17008125,"ABAM",0,1,0,0,0,0,5.8795428655422,5.8795428655422
"AM16",6,2016,"SW",2009,63.9,0.17008125,"CANO",2,0,2,0,0,11.7590857310844,0,11.7590857310844
"AM16",6,2017,"SW",2009,63.9,0.17008125,"PSME",0,2,0,0,0,0,11.7590857310844,11.7590857310844
"AM16",6,2017,"SW",2009,63.9,0.17008125,"CANO",11,0,0,0,0,64.6749715209642,0,64.6749715209642
"AM16",6,2017,"SW",2009,63.9,0.17008125,"ABAM",5,2,0,0,0,29.397714327711,11.7590857310844,41.1568000587954
"AM16",6,2017,"SW",2009,63.9,0.17008125,"ABPR",6,0,0,0,0,35.2772571932532,0,35.2772571932532
"AM16",6,2017,"SW",2009,63.9,0.17008125,"TSHE",34,54,1,0,0,199.904457428435,317.495314739279,517.399772167714
"AM16",6,2017,"SW",2009,63.9,0.17008125,"TSME",115,79,0,0,0,676.147429537354,464.483886377834,1140.63131591519
"AM16",6,2018,"SW",2009,63.9,0.17008125,"CANO",4,0,2,0,0,23.5181714621688,0,23.5181714621688
"AM16",6,2018,"SW",2009,63.9,0.17008125,"TSHE",3,11,0,0,0,17.6386285966266,64.6749715209642,82.3136001175909
"AM16",6,2019,"SW",2009,63.9,0.17008125,"TSHE",250,27,0,0,0,1469.88571638555,158.74765736964,1628.63337375519
"AM16",6,2019,"SW",2009,63.9,0.17008125,"PSME",1,0,0,0,0,5.8795428655422,0,5.8795428655422
"AM16",6,2019,"SW",2009,63.9,0.17008125,"CANO",92,24,14,9,0,593.833829419763,141.109028773013,734.942858192776
"AM16",6,2019,"SW",2009,63.9,0.17008125,"TSME",47,2,0,0,0,276.338514680484,11.7590857310844,288.097600411568
"AM16",6,2020,"SW",2009,63.9,0.17008125,"ABAM",0,1,0,0,0,0,5.8795428655422,5.8795428655422
"AM16",6,2020,"SW",2009,63.9,0.17008125,"TSME",30,2,0,0,0,176.386285966266,11.7590857310844,188.145371697351
"AM16",6,2020,"SW",2009,63.9,0.17008125,"CANO",9,0,23,2,0,64.6749715209642,0,64.6749715209642
"AM16",6,2021,"SW",2009,63.9,0.17008125,"TSHE",6,1,0,0,0,35.2772571932532,5.8795428655422,41.1568000587954
"AM16",6,2021,"SW",2009,63.9,0.17008125,"PIEN",1,0,0,0,0,5.8795428655422,0,5.8795428655422
"AM16",6,2021,"SW",2009,63.9,0.17008125,"CANO",29,20,8,0,0,170.506743100724,117.590857310844,288.097600411568
"AM16",6,2021,"SW",2009,63.9,0.17008125,"TSME",4,0,1,0,0,23.5181714621688,0,23.5181714621688
"AM16",6,2022,"SW",2009,63.9,0.17008125,"PSME",1,0,0,0,0,5.8795428655422,0,5.8795428655422
"AM16",6,2022,"SW",2009,63.9,0.17008125,"ABAM",0,2,0,0,0,0,11.7590857310844,11.7590857310844
"AM16",6,2022,"SW",2009,63.9,0.17008125,"TSHE",77,99,0,0,0,452.72480064675,582.074743688678,1034.79954433543
"AM16",6,2022,"SW",2009,63.9,0.17008125,"TSME",15,36,0,0,0,88.1931429831331,211.663543159519,299.856686142652
"AM16",6,2022,"SW",2009,63.9,0.17008125,"CANO",11,5,5,2,0,76.4340572520487,29.397714327711,105.83177157976
"AO03",1,2010,"E",2010,33.3,0.17008125,"PSME",3,0,0,0,0,17.6386285966266,0,17.6386285966266
"AO03",1,2010,"E",2010,33.3,0.17008125,"THPL",51,9,9,0,0,299.856686142652,52.9158857898798,352.772571932532
"AO03",1,2010,"E",2010,33.3,0.17008125,"TSHE",116,203,3,0,0,682.026972402896,1193.54720170507,1875.57417410796
"AO03",1,2010,"E",2010,33.3,0.17008125,"ABAM",5,0,0,0,0,29.397714327711,0,29.397714327711
"AO03",1,2011,"E",2010,33.3,0.17008125,"TSHE",33,22,13,0,0,194.024914562893,129.349943041928,323.374857604821
"AO03",1,2011,"E",2010,33.3,0.17008125,"THPL",9,2,12,0,0,52.9158857898798,11.7590857310844,64.6749715209642
"AO03",1,2012,"E",2010,33.3,0.17008125,"ABAM",4,0,0,0,0,23.5181714621688,0,23.5181714621688
"AO03",1,2012,"E",2010,33.3,0.17008125,"TSHE",392,54,14,0,0,2304.78080329254,317.495314739279,2622.27611803182
"AO03",1,2012,"E",2010,33.3,0.17008125,"PSME",6,0,0,0,0,35.2772571932532,0,35.2772571932532
"AO03",1,2012,"E",2010,33.3,0.17008125,"THPL",25,10,13,0,0,146.988571638555,58.795428655422,205.784000293977
"AO03",1,2013,"E",2010,33.3,0.17008125,"THPL",6,28,1,0,0,35.2772571932532,164.627200235182,199.904457428435
"AO03",1,2013,"E",2010,33.3,0.17008125,"PSME",1,0,0,0,0,5.8795428655422,0,5.8795428655422
"AO03",1,2013,"E",2010,33.3,0.17008125,"TSHE",15,45,7,0,1,88.1931429831331,270.458971814941,358.652114798074
"AO03",1,2014,"E",2010,33.3,0.17008125,"ABAM",1,2,0,0,0,5.8795428655422,11.7590857310844,17.6386285966266
"AO03",1,2014,"E",2010,33.3,0.17008125,"THPL",134,202,12,4,15,811.376915444824,1275.86080182266,2087.23771726748
"AO03",1,2014,"E",2010,33.3,0.17008125,"PSME",5,13,0,0,0,29.397714327711,76.4340572520487,105.83177157976
"AO03",1,2014,"E",2010,33.3,0.17008125,"TSHE",99,164,8,10,20,640.8701723441,1081.83588725977,1722.70605960387
"AO03",1,2015,"E",2010,33.3,0.17008125,"THPL",24,62,10,12,6,211.663543159519,399.80891485687,611.472458016389
"AO03",1,2015,"E",2010,33.3,0.17008125,"TSHE",0,51,12,10,21,58.795428655422,423.327086319039,482.122514974461
"AO03",1,2015,"E",2010,33.3,0.17008125,"PSME",3,0,0,0,0,17.6386285966266,0,17.6386285966266
"AO03",1,2015,"E",2010,33.3,0.17008125,"ABAM",1,0,0,0,0,5.8795428655422,0,5.8795428655422
"AO03",1,2016,"E",2010,33.3,0.17008125,"TSHE",33,118,15,27,45,352.772571932532,958.365487083379,1311.13805901591
"AO03",1,2016,"E",2010,33.3,0.17008125,"THPL",15,56,1,3,0,105.83177157976,329.254400470363,435.086172050123
"AO03",1,2017,"E",2010,33.3,0.17008125,"TSHE",128,195,16,3,21,770.220115386029,1269.98125895712,2040.20137434314
"AO03",1,2017,"E",2010,33.3,0.17008125,"PSME",4,2,0,0,0,23.5181714621688,11.7590857310844,35.2772571932532
"AO03",1,2017,"E",2010,33.3,0.17008125,"ABAM",9,3,0,0,0,52.9158857898798,17.6386285966266,70.5545143865065
"AO03",1,2017,"E",2010,33.3,0.17008125,"THPL",38,27,7,3,6,241.06125748723,194.024914562893,435.086172050123
"AO03",1,2018,"E",2010,33.3,0.17008125,"THPL",7,8,1,3,1,58.795428655422,52.9158857898798,111.711314445302
"AO03",1,2018,"E",2010,33.3,0.17008125,"TSHE",35,13,11,0,0,205.784000293977,76.4340572520487,282.218057546026
"AO03",1,2018,"E",2010,33.3,0.17008125,"PSME",1,1,0,0,0,5.8795428655422,5.8795428655422,11.7590857310844
"AO03",1,2020,"E",2010,33.3,0.17008125,"TSHE",10,6,12,3,2,76.4340572520487,47.0363429243376,123.470400176386
"AO03",1,2020,"E",2010,33.3,0.17008125,"THPL",6,22,32,45,50,299.856686142652,423.327086319039,723.183772461691
"AO03",1,2022,"E",2010,33.3,0.17008125,"ABAM",1,3,0,0,0,5.8795428655422,17.6386285966266,23.5181714621688
"AO03",1,2022,"E",2010,33.3,0.17008125,"PSME",0,9,0,0,0,0,52.9158857898798,52.9158857898798
"AO03",1,2022,"E",2010,33.3,0.17008125,"THPL",194,460,3,0,11,1140.63131591519,2769.26468967038,3909.89600558557
"AO03",1,2022,"E",2010,33.3,0.17008125,"TSHE",71,246,23,5,29,446.845257781208,1616.87428802411,2063.71954580531
"AO03",2,2010,"E",2010,39.4,0.17008125,"ABAM",14,8,0,0,0,82.3136001175909,47.0363429243376,129.349943041928
"AO03",2,2010,"E",2010,39.4,0.17008125,"PSME",6,6,0,0,0,35.2772571932532,35.2772571932532,70.5545143865065
"AO03",2,2010,"E",2010,39.4,0.17008125,"TSHE",101,285,12,0,0,593.833829419763,1675.66971667953,2269.50354609929
"AO03",2,2010,"E",2010,39.4,0.17008125,"ABPR",2,0,0,0,0,11.7590857310844,0,11.7590857310844
"AO03",2,2010,"E",2010,39.4,0.17008125,"THPL",129,3,11,0,0,758.461029654944,17.6386285966266,776.099658251571
"AO03",2,2011,"E",2010,39.4,0.17008125,"THPL",12,0,10,0,0,70.5545143865065,0,70.5545143865065
"AO03",2,2011,"E",2010,39.4,0.17008125,"PSME",2,0,0,0,0,11.7590857310844,0,11.7590857310844
"AO03",2,2011,"E",2010,39.4,0.17008125,"TSHE",53,13,23,0,0,311.615771873737,76.4340572520487,388.049829125785
"AO03",2,2012,"E",2010,39.4,0.17008125,"ABAM",6,0,0,0,0,35.2772571932532,0,35.2772571932532
"AO03",2,2012,"E",2010,39.4,0.17008125,"THPL",55,12,10,0,0,323.374857604821,70.5545143865065,393.929371991328
"AO03",2,2012,"E",2010,39.4,0.17008125,"PSME",6,0,0,0,0,35.2772571932532,0,35.2772571932532
"AO03",2,2012,"E",2010,39.4,0.17008125,"TSHE",369,119,5,0,0,2169.55131738507,699.665600999522,2869.2169183846
"AO03",2,2013,"E",2010,39.4,0.17008125,"ABAM",1,0,0,0,0,5.8795428655422,0,5.8795428655422
"AO03",2,2013,"E",2010,39.4,0.17008125,"PSME",1,0,0,0,0,5.8795428655422,0,5.8795428655422
"AO03",2,2013,"E",2010,39.4,0.17008125,"THPL",67,62,8,8,13,440.965714915665,440.965714915665,881.931429831331
"AO03",2,2013,"E",2010,39.4,0.17008125,"TSHE",99,35,22,22,39,711.424686730607,435.086172050123,1146.51085878073
"AO03",2,2014,"E",2010,39.4,0.17008125,"THPL",251,360,5,7,0,1516.92205930989,2116.63543159519,3633.55749090508
"AO03",2,2014,"E",2010,39.4,0.17008125,"TSHE",104,396,8,3,0,629.111086613016,2328.29897475471,2957.41006136773
"AO03",2,2014,"E",2010,39.4,0.17008125,"ABAM",17,5,0,0,0,99.9522287142175,29.397714327711,129.349943041928
"AO03",2,2014,"E",2010,39.4,0.17008125,"PSME",14,18,0,0,0,82.3136001175909,105.83177157976,188.145371697351
"AO03",2,2015,"E",2010,39.4,0.17008125,"PSME",8,4,0,0,0,47.0363429243376,23.5181714621688,70.5545143865065
"AO03",2,2015,"E",2010,39.4,0.17008125,"THPL",17,71,18,4,56,123.470400176386,746.70194392386,870.172344100246
"AO03",2,2015,"E",2010,39.4,0.17008125,"ABAM",1,0,0,0,0,5.8795428655422,0,5.8795428655422
"AO03",2,2015,"E",2010,39.4,0.17008125,"TSHE",74,31,11,0,21,435.086172050123,305.736229008195,740.822401058318
"AO03",2,2016,"E",2010,39.4,0.17008125,"PSME",2,0,0,0,0,11.7590857310844,0,11.7590857310844
"AO03",2,2016,"E",2010,39.4,0.17008125,"TSHE",61,95,11,27,29,517.399772167714,729.063315327233,1246.46308749495
"AO03",2,2016,"E",2010,39.4,0.17008125,"THPL",25,71,8,12,18,217.543086025062,523.279315033256,740.822401058318
"AO03",2,2017,"E",2010,39.4,0.17008125,"TSHE",168,220,29,166,63,1963.7673170911,1663.91063094844,3627.67794803954
"AO03",2,2017,"E",2010,39.4,0.17008125,"THPL",44,27,28,6,47,293.97714327711,435.086172050123,729.063315327233
"AO03",2,2017,"E",2010,39.4,0.17008125,"ABAM",30,11,0,0,0,176.386285966266,64.6749715209642,241.06125748723
"AO03",2,2017,"E",2010,39.4,0.17008125,"PSME",10,3,0,0,0,58.795428655422,17.6386285966266,76.4340572520487
"AO03",2,2018,"E",2010,39.4,0.17008125,"PSME",1,0,0,0,0,5.8795428655422,0,5.8795428655422
"AO03",2,2018,"E",2010,39.4,0.17008125,"THPL",4,4,11,9,31,76.4340572520487,205.784000293977,282.218057546026
"AO03",2,2018,"E",2010,39.4,0.17008125,"TSHE",27,17,8,2,4,170.506743100724,123.470400176386,293.97714327711
"AO03",2,2020,"E",2010,39.4,0.17008125,"PSME",0,6,0,0,0,0,35.2772571932532,35.2772571932532
"AO03",2,2020,"E",2010,39.4,0.17008125,"TSHE",14,17,9,1,0,88.1931429831331,99.9522287142175,188.145371697351
"AO03",2,2020,"E",2010,39.4,0.17008125,"ABAM",1,1,0,0,0,5.8795428655422,5.8795428655422,11.7590857310844
"AO03",2,2020,"E",2010,39.4,0.17008125,"THPL",76,0,65,178,0,1493.40388784772,0,1493.40388784772
"AO03",2,2021,"E",2010,39.4,0.130725,"ABAM",1,0,0,0,0,7.64964620386307,0,7.64964620386307
"AO03",2,2021,"E",2010,39.4,0.130725,"THPL",15,4,15,33,14,367.183017785427,137.693631669535,504.876649454963
"AO03",2,2021,"E",2010,39.4,0.130725,"TSHE",19,6,11,0,0,145.343277873398,45.8978772231784,191.241155096577
"AO03",2,2022,"E",2010,39.4,0.130725,"THPL",110,731,3,0,0,841.461082424938,5591.8913750239,6433.35245744884
"AO03",2,2022,"E",2010,39.4,0.130725,"TSHE",65,301,7,0,0,497.2270032511,2302.54350736278,2799.77051061388
"AO03",2,2022,"E",2010,39.4,0.130725,"PSME",5,2,0,0,0,38.2482310193154,15.2992924077261,53.5475234270415
"AO03",2,2022,"E",2010,39.4,0.130725,"ABAM",10,5,0,0,0,76.4964620386307,38.2482310193154,114.744693057946
"AO03",3,2010,"E",2010,43.9,0.17008125,"PSME",12,0,0,0,0,70.5545143865065,0,70.5545143865065
"AO03",3,2010,"E",2010,43.9,0.17008125,"ABAM",8,1,0,0,0,47.0363429243376,5.8795428655422,52.9158857898798
"AO03",3,2010,"E",2010,43.9,0.17008125,"TSHE",159,380,53,0,0,934.84731562121,2234.22628890604,3169.07360452725
"AO03",3,2010,"E",2010,43.9,0.17008125,"THPL",54,1,12,0,0,317.495314739279,5.8795428655422,323.374857604821
"AO03",3,2011,"E",2010,43.9,0.17008125,"TSHE",81,62,40,0,0,476.242972108919,364.531657663617,840.774629772535
"AO03",3,2011,"E",2010,43.9,0.17008125,"PSME",2,1,0,0,0,11.7590857310844,5.8795428655422,17.6386285966266
"AO03",3,2011,"E",2010,43.9,0.17008125,"ABAM",0,2,0,0,0,0,11.7590857310844,11.7590857310844
"AO03",3,2011,"E",2010,43.9,0.17008125,"THPL",16,0,34,0,0,94.0726858486753,0,94.0726858486753
"AO03",3,2012,"E",2010,43.9,0.17008125,"ABAM",16,0,0,0,0,94.0726858486753,0,94.0726858486753
"AO03",3,2012,"E",2010,43.9,0.17008125,"THPL",26,6,0,0,0,152.868114504097,35.2772571932532,188.145371697351
"AO03",3,2012,"E",2010,43.9,0.17008125,"PSME",9,1,0,0,0,52.9158857898798,5.8795428655422,58.795428655422
"AO03",3,2012,"E",2010,43.9,0.17008125,"TSHE",363,155,16,0,0,2134.27406019182,911.329144159042,3045.60320435086
"AO03",3,2013,"E",2010,43.9,0.17008125,"THPL",15,53,9,7,37,129.349943041928,529.158857898798,658.508800940727
"AO03",3,2013,"E",2010,43.9,0.17008125,"ABAM",1,0,0,0,0,5.8795428655422,0,5.8795428655422
"AO03",3,2013,"E",2010,43.9,0.17008125,"TSHE",40,170,81,38,141,458.604343512292,1828.53783118363,2287.14217469592
"AO03",3,2013,"E",2010,43.9,0.17008125,"PSME",1,0,0,0,0,5.8795428655422,0,5.8795428655422
"AO03",3,2014,"E",2010,43.9,0.17008125,"TSHE",249,300,37,47,45,1740.34468820049,2028.44228861206,3768.78697681255
"AO03",3,2014,"E",2010,43.9,0.17008125,"PSME",11,15,0,0,0,64.6749715209642,88.1931429831331,152.868114504097
"AO03",3,2014,"E",2010,43.9,0.17008125,"THPL",261,92,11,38,22,1757.98331679712,670.267886671811,2428.25120346893
"AO03",3,2014,"E",2010,43.9,0.17008125,"ABAM",7,2,0,0,0,41.1568000587954,11.7590857310844,52.9158857898798
"AO03",3,2015,"E",2010,43.9,0.17008125,"ABAM",1,0,0,0,0,5.8795428655422,0,5.8795428655422
"AO03",3,2015,"E",2010,43.9,0.17008125,"PSME",12,0,0,0,0,70.5545143865065,0,70.5545143865065
"AO03",3,2015,"E",2010,43.9,0.17008125,"THPL",43,46,40,52,82,558.556572226509,752.581486789402,1311.13805901591
"AO03",3,2015,"E",2010,43.9,0.17008125,"TSHE",78,75,23,28,30,623.231543747474,617.352000881931,1240.5835446294
"AO03",3,2016,"E",2010,43.9,0.17008125,"THPL",12,41,7,15,14,158.74765736964,323.374857604821,482.122514974461
"AO03",3,2016,"E",2010,43.9,0.17008125,"PSME",0,4,0,0,0,0,23.5181714621688,23.5181714621688
"AO03",3,2016,"E",2010,43.9,0.17008125,"TSHE",71,103,50,239,175,1822.65828831808,1634.51291662073,3457.17120493882
"AO03",3,2017,"E",2010,43.9,0.17008125,"TSHE",230,616,95,278,204,2986.80777569544,4821.22514974461,7808.03292544005
"AO03",3,2017,"E",2010,43.9,0.17008125,"ABAM",13,9,0,0,0,76.4340572520487,52.9158857898798,129.349943041928
"AO03",3,2017,"E",2010,43.9,0.17008125,"THPL",33,25,11,8,32,241.06125748723,335.133943335906,576.195200823136
"AO03",3,2017,"E",2010,43.9,0.17008125,"PSME",4,7,0,0,0,23.5181714621688,41.1568000587954,64.6749715209642
"AO03",3,2018,"E",2010,43.9,0.17008125,"ABAM",1,0,0,0,0,5.8795428655422,0,5.8795428655422
"AO03",3,2018,"E",2010,43.9,0.17008125,"THPL",2,4,8,0,6,11.7590857310844,58.795428655422,70.5545143865065
"AO03",3,2018,"E",2010,43.9,0.17008125,"TSHE",74,54,42,11,14,499.761143571087,399.80891485687,899.570058427957
"AO03",3,2018,"E",2010,43.9,0.17008125,"PSME",3,1,0,0,0,17.6386285966266,5.8795428655422,23.5181714621688
"AO03",3,2020,"E",2010,43.9,0.17008125,"ABAM",1,0,0,0,0,5.8795428655422,0,5.8795428655422
"AO03",3,2020,"E",2010,43.9,0.17008125,"THPL",84,0,85,233,31,1863.81508837688,182.265828831808,2046.08091720869
"AO03",3,2020,"E",2010,43.9,0.17008125,"TSHE",46,15,51,6,6,305.736229008195,123.470400176386,429.206629184581
"AO03",3,2020,"E",2010,43.9,0.17008125,"PSME",3,2,0,0,0,17.6386285966266,11.7590857310844,29.397714327711
"AO03",3,2021,"E",2010,43.9,0.130725,"THPL",10,0,23,43,35,405.431248804743,267.737617135207,673.16886593995
"AO03",3,2021,"E",2010,43.9,0.130725,"PSME",2,0,0,0,0,15.2992924077261,0,15.2992924077261
"AO03",3,2021,"E",2010,43.9,0.130725,"TSHE",27,10,32,17,5,336.584432969975,114.744693057946,451.329126027921
"AO03",3,2021,"E",2010,43.9,0.130725,"ABAM",1,0,0,0,0,7.64964620386307,0,7.64964620386307
"AO03",3,2022,"E",2010,43.9,0.130725,"unknown",0,0,1,0,0,0,0,0
"AO03",3,2022,"E",2010,43.9,0.130725,"ABAM",14,11,0,0,0,107.095046854083,84.1461082424938,191.241155096577
"AO03",3,2022,"E",2010,43.9,0.130725,"TSHE",162,35,21,73,44,1797.66685790782,604.322050105183,2401.988908013
"AO03",3,2022,"E",2010,43.9,0.130725,"PSME",4,2,0,0,0,30.5985848154523,15.2992924077261,45.8978772231784
"AO03",3,2022,"E",2010,43.9,0.130725,"THPL",201,392,7,2,7,1552.8781793842,3052.20883534137,4605.08701472557
"AO03",4,2010,"E",2010,49.7,0.17008125,"THPL",102,6,8,0,0,599.713372285305,35.2772571932532,634.990629478558
"AO03",4,2010,"E",2010,49.7,0.17008125,"PSME",21,10,0,0,0,123.470400176386,58.795428655422,182.265828831808
"AO03",4,2010,"E",2010,49.7,0.17008125,"ABAM",8,5,0,0,0,47.0363429243376,29.397714327711,76.4340572520487
"AO03",4,2010,"E",2010,49.7,0.17008125,"TSHE",208,274,24,0,0,1222.94491603278,1610.99474515856,2833.93966119134
"AO03",4,2011,"E",2010,49.7,0.17008125,"PSME",7,2,1,0,0,41.1568000587954,11.7590857310844,52.9158857898798
"AO03",4,2011,"E",2010,49.7,0.17008125,"THPL",23,3,16,0,0,135.229485907471,17.6386285966266,152.868114504097
"AO03",4,2011,"E",2010,49.7,0.17008125,"TSHE",37,50,17,0,0,217.543086025062,293.97714327711,511.520229302172
"AO03",4,2012,"E",2010,49.7,0.17008125,"PSME",12,0,0,0,0,70.5545143865065,0,70.5545143865065
"AO03",4,2012,"E",2010,49.7,0.17008125,"ABAM",11,0,0,0,0,64.6749715209642,0,64.6749715209642
"AO03",4,2012,"E",2010,49.7,0.17008125,"THPL",40,16,14,0,0,235.181714621688,94.0726858486753,329.254400470363
"AO03",4,2012,"E",2010,49.7,0.17008125,"TSHE",302,23,11,0,0,1775.62194539375,135.229485907471,1910.85143130122
"AO03",4,2013,"E",2010,49.7,0.17008125,"THPL",15,77,3,0,3,88.1931429831331,470.363429243376,558.55657222651
"AO03",4,2013,"E",2010,49.7,0.17008125,"ABAM",2,2,0,0,0,11.7590857310844,11.7590857310844,23.5181714621688
"AO03",4,2013,"E",2010,49.7,0.17008125,"TSHE",38,65,28,16,44,317.495314739279,640.8701723441,958.365487083379
"AO03",4,2013,"E",2010,49.7,0.17008125,"PSME",0,8,4,5,5,29.397714327711,76.4340572520487,105.83177157976
"AO03",4,2014,"E",2010,49.7,0.17008125,"ABAM",4,5,0,0,0,23.5181714621688,29.397714327711,52.9158857898798
"AO03",4,2014,"E",2010,49.7,0.17008125,"TSHE",109,208,32,1,5,646.749715209643,1252.34263036049,1899.09234557013
"AO03",4,2014,"E",2010,49.7,0.17008125,"PSME",33,6,7,1,0,199.904457428435,35.2772571932532,235.181714621688
"AO03",4,2014,"E",2010,49.7,0.17008125,"THPL",107,252,0,0,0,629.111086613016,1481.64480211664,2110.75588872965
